,date,start,end,deviceid,emptier type,skip_origin
16,2021-05-08,2021-05-08T12:15:53.250+02:00,2021-05-08T12:16:21.996+02:00,355629267161187,bcc,Chemusa market
17,2021-05-08,2021-05-08T14:36:50.738+02:00,2021-05-08T14:37:20.515+02:00,355629267161187,bcc,Mbayani market
18,2021-05-09,2021-05-09T09:39:27.193+02:00,2021-05-09T09:40:27.600+02:00,355629267161187,bcc,Bangwe ground
19,2021-05-09,2021-05-09T10:20:04.089+02:00,2021-05-09T10:20:26.111+02:00,355629267161187,bcc,Limbe flea market
20,2021-05-09,2021-05-09T11:43:09.453+02:00,2021-05-09T11:43:40.432+02:00,355629267161187,bcc,Khama market
21,2021-05-09,2021-05-09T12:49:08.247+02:00,2021-05-09T12:49:39.495+02:00,355629267161187,bcc,
22,2021-05-09,2021-05-09T13:41:06.050+02:00,2021-05-09T13:41:22.954+02:00,355629267161187,bcc,Milowa
23,2021-05-09,2021-05-09T14:13:44.499+02:00,2021-05-09T14:14:04.648+02:00,355629267161187,bcc,Kachere market
24,2021-05-09,2021-05-09T15:19:56.501+02:00,2021-05-09T15:20:16.432+02:00,355629267161187,bcc,Nanjiriri market
25,2021-05-10,2021-05-10T09:20:34.951+02:00,2021-05-10T09:20:57.463+02:00,355629267161187,bcc,Blantyre flea market
26,2021-05-10,2021-05-10T09:32:28.308+02:00,2021-05-10T09:32:46.268+02:00,355629267161187,bcc,Limbe flea market
27,2021-05-10,2021-05-10T11:56:45.141+02:00,2021-05-10T11:57:27.987+02:00,355629267161187,bcc,Mbwerela
28,2021-05-10,2021-05-10T12:59:34.106+02:00,2021-05-10T13:00:05.995+02:00,355629267161187,bcc,Kayange
29,2021-05-10,2021-05-10T14:05:34.409+02:00,2021-05-10T14:05:57.657+02:00,355629267161187,bcc,Limbe Hard Ware
30,2021-05-10,2021-05-10T14:28:10.573+02:00,2021-05-10T14:28:32.167+02:00,355629267161187,bcc,Kachere market
31,2021-05-11,2021-05-11T12:12:33.846+02:00,2021-05-11T12:12:48.286+02:00,355629267161187,bcc,Milowa
32,2021-05-12,2021-05-12T08:54:30.420+02:00,2021-05-12T08:55:00.365+02:00,355629267161187,bcc,Blantyre flea market
33,2021-05-12,2021-05-12T09:29:55.936+02:00,2021-05-12T09:30:18.092+02:00,355629267161187,bcc,Milowa
34,2021-05-12,2021-05-12T10:46:41.059+02:00,2021-05-12T10:47:21.066+02:00,355629267161187,bcc,Pafumbi bus terminal
35,2021-05-12,2021-05-12T11:55:20.294+02:00,2021-05-12T11:55:38.375+02:00,355629267161187,bcc,Limbe market
36,2021-05-12,2021-05-12T12:38:20.212+02:00,2021-05-12T12:38:36.213+02:00,355629267161187,bcc,Milowa
37,2021-05-12,2021-05-12T12:39:00.783+02:00,2021-05-12T15:04:38.110+02:00,355629267161187,bcc,
38,2021-05-06,2021-05-06T11:39:25.362+02:00,2021-05-06T11:40:03.867+02:00,355629267161187,bcc,Blantyre market
39,2021-05-06,2021-05-06T11:58:17.379+02:00,2021-05-06T11:58:33.116+02:00,355629267161187,bcc,Kachere market
40,2021-05-06,2021-05-06T12:44:24.726+02:00,2021-05-06T12:44:44.216+02:00,355629267161187,bcc,Chirimba market
41,2021-05-06,2021-05-06T13:31:26.991+02:00,2021-05-06T13:32:01.345+02:00,355629267161187,bcc,Chemusa market
42,2021-05-07,2021-05-07T10:44:13.692+02:00,2021-05-07T10:44:39.156+02:00,355629267161187,bcc,
43,2021-05-07,2021-05-07T11:10:21.387+02:00,2021-05-07T11:10:38.734+02:00,355629267161187,bcc,Limbe flea market
44,2021-05-07,2021-05-07T13:54:33.969+02:00,2021-05-07T13:55:14.475+02:00,355629267161187,bcc,Chirimba market
45,2021-01-13,2021-01-13T10:25:09.310+02:00,2021-01-13T10:25:34.248+02:00,355629267161187,bcc,Blantyre market
46,2021-01-13,2021-01-13T11:13:22.707+02:00,2021-01-13T11:13:44.321+02:00,355629267161187,bcc,Blantyre market
47,2021-01-13,2021-01-13T11:50:23.257+02:00,2021-01-13T11:51:52.146+02:00,355629267161187,bcc,Mibawa Bus terminals
48,2021-01-13,2021-01-13T14:14:11.805+02:00,2021-01-13T14:14:44.052+02:00,355629267161187,bcc,Pafumbi bus terminal
49,2021-01-13,2021-01-13T15:45:26.559+02:00,2021-01-13T15:45:50.841+02:00,355629267161187,bcc,Kachere market
50,2021-07-17,2021-07-17T11:44:18.370+02:00,2021-07-17T11:44:45.646+02:00,355629267161187,bcc,Milowa
51,2021-07-17,2021-07-17T12:49:50.063+02:00,2021-07-17T12:50:36.369+02:00,355629267161187,bcc,Limbe flea market
52,2021-07-17,2021-07-17T14:54:26.630+02:00,2021-07-17T14:54:52.559+02:00,355629267161187,bcc,
53,2021-07-17,2021-07-17T15:45:56.534+02:00,2021-07-17T15:46:13.621+02:00,355629267161187,bcc,Limbe Hard Ware
54,2021-07-28,2021-07-28T09:14:55.686+02,2021-07-28T09:15:37.088+02,358015075916235,key,Bangwe market
55,2021-07-27,2021-07-27T16:14:08.498+02,2021-07-27T16:14:23.541+02,358015075916235,bcc,Limbe flea market
56,2021-07-27,2021-07-27T14:10:10.317+02,2021-07-27T14:10:32.757+02,358015075916235,bcc,Chilomoni market
57,2021-07-27,2021-07-27T15:16:08.351+02,2021-07-27T15:16:30.447+02,358015075916235,bcc,Thawale market
58,2021-07-27,2021-07-27T09:12:21.133+02,2021-07-27T09:12:41.754+02,358015075916235,bcc,Blantyre flea market
59,2021-05-01,2021-05-01T12:29:56.059+02:00,2021-05-01T12:30:33.013+02:00,355629267161187,bcc,Blantyre flea market
60,2021-09-25,2021-09-25T07:53:07.302+02,2021-09-25T07:53:26.142+02,358113060946786,bcc,Blantyre flea market
61,2021-09-25,2021-09-25T08:23:04.879+02,2021-09-25T08:23:25.595+02,358113060946786,bcc,Milowa
62,2021-09-25,2021-09-25T09:25:40.536+02,2021-09-25T09:26:03.996+02,358113060946786,bcc,Ndirande market
63,2021-09-25,2021-09-25T10:43:47.167+02,2021-09-25T10:44:40.067+02,358113060946786,bcc,Chirimba market
64,2021-09-25,2021-09-25T12:07:24.300+02,2021-09-25T12:09:13.094+02,358113060946786,bcc,Chilobwe
65,2021-09-25,2021-09-25T13:07:59.365+02,2021-09-25T13:08:13.381+02,358113060946786,bcc,Limbe Hard Ware
66,2021-05-01,2021-05-01T07:44:13.304+02:00,2021-05-01T07:44:55.022+02:00,355629267161187,bcc,Blantyre market
67,2021-05-01,2021-05-01T08:10:19.261+02:00,2021-05-01T08:10:37.507+02:00,355629267161187,bcc,Limbe flea market
68,2021-03-05,2021-03-05T15:07:59.480+02:00,2021-03-05T15:08:33.941+02:00,355629267161187,bcc,Thawale market
69,2021-03-05,2021-03-05T16:28:27.820+02:00,2021-03-05T16:28:52.860+02:00,355629267161187,bcc,Limbe market
70,2021-05-31,2021-05-31T15:29:05.905+02:00,2021-05-31T15:29:24.645+02:00,355629267161187,bcc,Nanjiriri market
71,2021-05-31,2021-05-31T16:04:33.202+02:00,2021-05-31T16:04:49.414+02:00,355629267161187,bcc,Khama market
72,2021-05-03,2021-05-03T09:53:25.706+02:00,2021-05-03T09:54:04.274+02:00,355629267161187,bcc,Blantyre market
73,2021-05-03,2021-05-03T10:43:52.118+02:00,2021-05-03T10:44:09.018+02:00,355629267161187,bcc,Limbe market
74,2021-05-03,2021-05-03T11:56:12.299+02:00,2021-05-03T11:56:32.454+02:00,355629267161187,bcc,Kachere market
75,2021-05-03,2021-05-03T12:27:56.355+02:00,2021-05-03T12:28:32.297+02:00,355629267161187,bcc,Chirimba market
76,2021-05-03,2021-05-03T13:04:07.454+02:00,2021-05-03T13:04:53.439+02:00,355629267161187,bcc,Kameza round a bout
77,2021-05-03,2021-05-03T13:22:04.064+02:00,2021-05-03T13:22:39.645+02:00,355629267161187,bcc,Kachere market
78,2021-01-08,2021-01-08T12:24:19.220+02:00,2021-01-08T12:24:47.790+02:00,355629267161187,bcc,Ndirande ground
79,2021-01-08,2021-01-08T14:50:40.546+02:00,2021-01-08T14:51:08.044+02:00,355629267161187,bcc,Limbe flea market
80,2021-01-08,2021-01-08T15:08:58.220+02:00,2021-01-08T15:09:40.617+02:00,355629267161187,bcc,Kachere market
81,2021-05-30,2021-05-30T08:10:42.962+02:00,2021-05-30T08:11:10.159+02:00,355629267161187,bcc,Blantyre flea market
82,2021-05-30,2021-05-30T10:00:24.460+02:00,2021-05-30T10:01:15.021+02:00,355629267161187,bcc,Blantyre market
83,2021-05-30,2021-05-30T11:33:37.057+02:00,2021-05-30T11:33:57.197+02:00,355629267161187,bcc,Limbe market
84,2021-05-31,2021-05-31T09:02:17.709+02:00,2021-05-31T09:02:40.367+02:00,355629267161187,bcc,Blantyre flea market
85,2021-05-31,2021-05-31T09:18:25.185+02:00,2021-05-31T09:19:10.763+02:00,355629267161187,bcc,Milowa
86,2021-05-31,2021-05-31T10:25:35.685+02:00,2021-05-31T10:26:06.439+02:00,355629267161187,bcc,Limbe Hard Ware
87,2021-05-31,2021-05-31T12:02:35.007+02:00,2021-05-31T12:03:00.227+02:00,355629267161187,bcc,Chilomoni market
88,2021-05-31,2021-05-31T13:33:01.844+02:00,2021-05-31T13:33:30.433+02:00,355629267161187,bcc,
89,2021-04-30,2021-04-30T10:57:47.464+02:00,2021-04-30T10:58:19.500+02:00,355629267161187,bcc,Chemusa market
90,2021-04-30,2021-04-30T12:04:38.393+02:00,2021-04-30T12:05:06.517+02:00,355629267161187,bcc,Blantyre market
91,2021-04-30,2021-04-30T14:27:36.467+02:00,2021-04-30T14:28:02.430+02:00,355629267161187,bcc,Malekano
92,2021-05-01,2021-05-01T09:48:46.431+02:00,2021-05-01T09:49:15.917+02:00,355629267161187,bcc,Milowa
93,2021-05-01,2021-05-01T12:59:58.684+02:00,2021-05-01T13:00:28.266+02:00,355629267161187,bcc,Kachere market
94,2021-05-01,2021-05-01T14:28:44.841+02:00,2021-05-01T14:29:06.227+02:00,355629267161187,bcc,Kachere market
95,2021-05-01,2021-05-01T15:23:32.627+02:00,2021-05-01T15:23:52.490+02:00,355629267161187,bcc,Limbe Hard Ware
96,2020-12-25,2020-12-25T12:02:11.501+02,2020-12-25T12:02:36.616+02,351880375302742,bcc,Chemusa market
97,2021-07-14,2021-07-14T14:21:55.570+02:00,2021-07-14T14:22:16.322+02:00,355629267161187,bcc,Chirimba market
98,2021-07-14,2021-07-14T15:11:21.334+02:00,2021-07-14T15:11:42.382+02:00,355629267161187,bcc,Queens Guardian shelter
99,2021-03-21,2021-03-21T07:45:14.534+02:00,2021-03-21T07:45:50.846+02:00,355629267161187,bcc,Blantyre flea market
100,2021-03-21,2021-03-21T08:20:11.030+02:00,2021-03-21T08:20:29.506+02:00,355629267161187,bcc,Limbe market
101,2021-03-21,2021-03-21T10:00:17.157+02:00,2021-03-21T10:00:44.418+02:00,355629267161187,bcc,Limbe flea market
102,2021-03-21,2021-03-21T02:01:12.461+02:00,2021-03-21T02:01:32.660+02:00,355629267161187,bcc,Blantyre market
103,2020-12-05,2020-12-05T12:23:45.876+02,2020-12-05T12:24:47.901+02,351880375302742,bcc,Bangwe market
104,2020-12-05,2020-12-05T12:24:55.120+02,2020-12-05T12:25:49.433+02,351880375302742,bcc,Mbayani market
105,2020-12-05,2020-12-05T12:25:57.290+02,2020-12-05T12:26:40.427+02,351880375302742,bcc,Limbe market
106,2020-12-05,2020-12-05T12:52:14.085+02,2020-12-06T20:12:54.450+02,351880375302742,bcc,Blantyre flea market
107,2020-12-06,2020-12-06T20:13:20.055+02,2020-12-06T20:14:35.905+02,351880375302742,bcc,
108,2020-12-06,2020-12-06T20:15:07.655+02,2020-12-06T20:16:30.599+02,351880375302742,bcc,Limbe market
109,2020-12-06,2020-12-06T20:16:49.230+02,2020-12-06T20:17:49.502+02,351880375302742,bcc,
110,2020-12-06,2020-12-06T20:18:10.857+02,2020-12-06T20:19:13.539+02,351880375302742,bcc,Thawale market
111,2020-12-06,2020-12-06T20:19:29.034+02,2020-12-06T20:20:33.558+02,351880375302742,bcc,Queens Guardian shelter
112,2020-12-06,2020-12-06T20:20:55.129+02,2020-12-06T20:22:11.791+02,351880375302742,bcc,Kachere market
113,2021-07-13,2021-07-13T12:25:28.557+02:00,2021-07-13T12:26:01.479+02:00,355629267161187,key,Bangwe market
114,2020-12-09,2020-12-09T13:28:43.111+02,2020-12-09T13:32:23.364+02,351880375302742,bcc,Blantyre flea market
115,2020-12-09,2020-12-09T17:10:34.494+02,2020-12-09T17:11:42.802+02,351880375302742,bcc,Bangwe market
116,2020-12-09,2020-12-09T17:11:50.711+02,2020-12-09T17:12:44.071+02,351880375302742,bcc,Limbe market
117,2020-12-09,2020-12-09T17:13:01.491+02,2020-12-09T17:13:42.668+02,351880375302742,bcc,South Lunzu market
118,2020-12-09,2020-12-09T17:13:54.168+02,2020-12-09T17:14:34.932+02,351880375302742,bcc,Khama market
119,2020-12-09,2020-12-09T17:15:12.604+02,2020-12-09T17:16:45.829+02,351880375302742,bcc,Nkolokoti market
120,2020-12-05,2020-12-05T12:37:47.345+02,2020-12-05T12:39:27.379+02,351880375302742,bcc,
121,2020-12-05,2020-12-05T12:39:39.220+02,2020-12-05T12:41:02.234+02,351880375302742,bcc,Bangwe ground
122,2020-12-07,2020-12-07T13:00:58.358+02,2020-12-07T16:19:47.360+02,351880375302742,bcc,Chilobwe
123,2020-12-07,2020-12-07T16:20:00.292+02,2020-12-07T16:20:56.757+02,351880375302742,bcc,
124,2020-12-07,2020-12-07T16:21:05.963+02,2020-12-07T16:33:26.588+02,351880375302742,bcc,
125,2020-12-07,2020-12-07T16:33:58.450+02,2020-12-07T19:46:36.329+02,351880375302742,bcc,Chilobwe
126,2020-12-07,2020-12-07T19:46:50.800+02,2020-12-07T19:48:11.599+02,351880375302742,bcc,Zingwangwa mosque
127,2020-12-07,2020-12-07T19:48:24.238+02,2020-12-07T19:49:41.538+02,351880375302742,bcc,Thawale market
128,2020-12-07,2020-12-07T19:49:59.410+02,2020-12-07T19:51:11.160+02,351880375302742,bcc,Zingwangwa water board
129,2020-12-07,2020-12-07T19:56:14.009+02,2020-12-07T19:57:17.753+02,351880375302742,bcc,Soche market
130,2020-12-07,2020-12-07T19:57:32.761+02,2020-12-07T19:58:50.328+02,351880375302742,bcc,Blantyre flea market
131,2020-12-07,2020-12-07T20:01:15.768+02,2020-12-07T20:02:16.877+02,351880375302742,bcc,Limbe flea market
132,2020-12-07,2020-12-07T20:02:31.233+02,2020-12-07T20:04:44.301+02,351880375302742,bcc,Pafumbi bus terminal
133,2020-12-07,2020-12-07T20:04:57.713+02,2020-12-07T20:06:46.561+02,351880375302742,bcc,Queens Guardian shelter
134,2020-12-07,2020-12-07T20:06:57.680+02,2020-12-07T20:08:05.875+02,351880375302742,bcc,Kachere market
135,2020-12-10,2020-12-10T15:37:44.928+02,2020-12-10T15:38:10.773+02,351880375302742,bcc,Limbe market
136,2020-12-10,2020-12-10T13:00:12.275+02,2020-12-10T13:00:36.814+02,351880375302742,bcc,Limbe flea market
137,2020-12-10,2020-12-10T14:20:09.195+02,2020-12-10T14:20:53.752+02,351880375302742,bcc,Milowa
138,2020-12-11,2020-12-11T10:06:59.244+02,2020-12-11T10:09:57.284+02,351880375302742,bcc,Chiweto
139,2020-12-11,2020-12-11T11:38:25.603+02,2020-12-11T11:40:43.142+02,351880375302742,bcc,Chemusa market
140,2020-12-11,2020-12-11T13:03:10.979+02,2020-12-11T13:03:42.187+02,351880375302742,bcc,Kameza round a bout
141,2020-12-11,2020-12-11T14:05:20.408+02,2020-12-11T14:06:19.866+02,351880375302742,bcc,Naizi market
142,2020-12-11,2020-12-11T15:49:17.187+02,2020-12-11T15:49:49.541+02,351880375302742,bcc,BCA market
143,2020-12-11,2020-12-11T16:15:02.430+02,2020-12-11T16:15:39.204+02,351880375302742,bcc,Kachere market
144,2020-12-12,2020-12-12T08:37:31.447+02,2020-12-12T08:38:10.548+02,351880375302742,bcc,Blantyre flea market
145,2020-12-12,2020-12-12T09:34:54.244+02,2020-12-12T09:35:44.707+02,351880375302742,bcc,Mibawa Bus terminals
146,2020-12-12,2020-12-12T11:36:51.571+02,2020-12-12T11:39:58.462+02,351880375302742,bcc,Milowa
147,2020-12-12,2020-12-12T15:24:29.841+02,2020-12-12T16:05:09.756+02,351880375302742,,
148,2020-12-14,2020-12-14T10:14:32.712+02,2020-12-14T10:15:20.279+02,351880375302742,bcc,Blantyre flea market
149,2020-12-14,2020-12-14T11:31:54.476+02,2020-12-14T11:53:36.779+02,351880375302742,bcc,Limbe market
150,2020-12-14,2020-12-14T11:53:48.812+02,2020-12-14T11:54:39.973+02,351880375302742,bcc,Kayange
151,2020-12-14,2020-12-14T13:06:47.319+02,2020-12-14T13:08:05.046+02,351880375302742,bcc,Chirimba market
152,2020-12-14,2020-12-14T14:04:54.930+02,2020-12-14T14:05:44.318+02,351880375302742,bcc,Wenela Bus terminal
153,2020-12-14,2020-12-14T16:32:43.296+02,2020-12-14T16:33:39.672+02,351880375302742,bcc,
154,2020-12-15,2020-12-15T11:13:19.215+02,2020-12-15T11:13:47.960+02,351880375302742,bcc,Blantyre market
155,2020-12-15,2020-12-15T11:14:49.314+02,2020-12-15T12:41:50.788+02,351880375302742,,Mbayani market
156,2020-12-15,2020-12-15T12:43:48.985+02,2020-12-15T13:28:17.472+02,351880375302742,bcc,Queens Guardian shelter
157,2020-12-15,2020-12-15T14:21:11.333+02,2020-12-15T14:21:39.302+02,351880375302742,bcc,Milowa
158,2020-12-15,2020-12-15T15:26:02.521+02,2020-12-15T15:26:25.486+02,351880375302742,bcc,Limbe Hard Ware
159,2020-12-16,2020-12-16T10:23:09.896+02,2020-12-16T10:23:48.244+02,351880375302742,bcc,Limbe market
160,2020-12-16,2020-12-16T10:26:50.096+02,2020-12-16T10:57:18.380+02,351880375302742,bcc,Limbe Hard Ware
161,2020-12-16,2020-12-16T12:31:44.287+02,2020-12-16T12:32:11.041+02,351880375302742,bcc,BCA market
162,2021-04-29,2021-04-29T10:24:27.460+02:00,2021-04-29T10:24:46.847+02:00,355629267161187,bcc,Kachere market
163,2020-12-18,2020-12-18T15:12:01.720+02,2020-12-18T15:12:27.777+02,351880375302742,bcc,Kachere market
164,2020-12-19,2020-12-19T08:19:34.948+02,2020-12-19T08:20:05.705+02,351880375302742,bcc,Blantyre flea market
165,2020-12-19,2020-12-19T09:43:23.747+02,2020-12-19T15:22:28.805+02,351880375302742,bcc,Khama market
166,2020-12-19,2020-12-19T14:55:57.071+02,2020-12-19T14:56:35.779+02,351880375302742,bcc,South Lunzu market
167,2020-12-19,2020-12-19T14:56:43.299+02,2020-12-19T15:38:33.777+02,351880375302742,bcc,Milowa
168,2020-12-19,2020-12-19T16:00:10.243+02,2020-12-19T16:00:40.876+02,351880375302742,bcc,Nanjiriri market
169,2020-12-19,2020-12-19T16:54:31.322+02,2020-12-19T16:55:47.062+02,351880375302742,bcc,Khama market
170,2021-07-13,2021-07-13T12:57:50.369+02:00,2021-07-13T12:58:08.987+02:00,355629267161187,bcc,Chilobwe
171,2020-12-20,2020-12-20T09:13:33.951+02,2020-12-20T09:14:18.985+02,351880375302742,bcc,Mibawa Bus terminals
172,2020-12-20,2020-12-20T11:40:01.065+02,2020-12-20T11:40:41.329+02,351880375302742,bcc,
173,2020-12-20,2020-12-20T12:53:45.021+02,2020-12-20T12:54:14.359+02,351880375302742,bcc,Chemusa market
174,2020-12-20,2020-12-20T13:56:53.257+02,2020-12-20T13:57:19.973+02,351880375302742,bcc,Limbe Hard Ware
175,2020-12-21,2020-12-21T09:04:39.692+02,2020-12-21T09:05:16.244+02,351880375302742,bcc,Blantyre flea market
176,2020-12-21,2020-12-21T11:49:18.865+02,2020-12-21T12:17:14.521+02,351880375302742,bcc,Chirimba market
177,2020-12-21,2020-12-21T13:37:47.277+02,2020-12-21T13:38:52.448+02,351880375302742,bcc,Chiweto
178,2020-12-21,2020-12-21T14:36:14.038+02,2020-12-21T14:37:10.530+02,351880375302742,bcc,
179,2021-07-13,2021-07-13T12:24:50.771+02:00,2021-07-13T12:25:10.709+02:00,355629267161187,bcc,Chemusa market
180,2020-12-21,2020-12-21T08:27:28.745+02,2020-12-21T09:53:25.464+02,351880375302742,bcc,Chirimba market
181,2020-12-21,2020-12-21T11:06:06.126+02,2020-12-21T11:06:38.338+02,351880375302742,bcc,Kameza round a bout
182,2020-12-22,2020-12-22T08:59:13.280+02,2020-12-22T08:59:46.709+02,351880375302742,bcc,Nancholi Police
183,2020-12-22,2020-12-22T13:52:33.927+02,2020-12-22T13:53:41.911+02,351880375302742,bcc,Chimwankhunda mosque
184,2020-12-22,2020-12-22T14:27:39.817+02,2020-12-22T14:29:37.959+02,351880375302742,bcc,Thawale market
185,2020-12-22,2020-12-22T15:22:47.682+02,2020-12-22T15:23:13.069+02,351880375302742,bcc,Manase Market
186,2021-04-29,2021-04-29T09:56:09.848+02:00,2021-04-29T09:56:25.601+02:00,355629267161187,bcc,Limbe flea market
187,2021-04-29,2021-04-29T11:35:23.235+02:00,2021-04-29T11:35:50.736+02:00,355629267161187,bcc,Limbe Hard Ware
188,2021-04-29,2021-04-29T12:33:33.413+02:00,2021-04-29T12:34:04.580+02:00,355629267161187,bcc,Milowa
189,2020-12-23,2020-12-23T09:08:36.666+02,2020-12-23T09:09:19.070+02,351880375302742,bcc,Bangwe ground
190,2020-12-23,2020-12-23T10:57:36.570+02,2020-12-23T10:58:01.185+02,351880375302742,bcc,Chirimba market
191,2020-12-23,2020-12-23T11:39:55.530+02,2020-12-23T11:41:08.299+02,351880375302742,bcc,Limbe flea market
192,2020-12-23,2020-12-23T14:12:34.245+02,2020-12-23T14:13:01.866+02,351880375302742,bcc,Pafumbi bus terminal
193,2020-12-24,2020-12-24T12:15:34.484+02,2020-12-24T12:16:09.575+02,351880375302742,bcc,Blantyre flea market
194,2020-12-24,2020-12-24T12:38:10.722+02,2020-12-24T12:38:32.154+02,351880375302742,bcc,Milowa
195,2020-12-24,2020-12-24T14:06:09.644+02,2020-12-24T14:06:38.051+02,351880375302742,bcc,Kayange
196,2020-12-24,2020-12-24T15:32:43.145+02,2020-12-24T15:33:08.564+02,351880375302742,bcc,Limbe market
197,2021-01-07,2021-01-07T11:15:40.429+02:00,2021-01-07T11:16:16.004+02:00,355629267161187,bcc,Chilomoni market
198,2021-01-07,2021-01-07T12:34:31.949+02:00,2021-01-07T12:35:48.111+02:00,355629267161187,bcc,Nthukwa market
199,2020-12-25,2020-12-25T09:53:16.641+02,2020-12-25T09:53:45.863+02,351880375302742,bcc,Chirimba market
200,2020-12-25,2020-12-25T11:08:25.424+02,2020-12-25T11:08:49.076+02,351880375302742,bcc,Chemusa market
201,2020-12-25,2020-12-25T14:05:20.651+02,2020-12-25T14:06:00.446+02,351880375302742,bcc,Limbe market
202,2020-12-26,2020-12-26T08:52:59.020+02,2020-12-26T08:53:31.759+02,351880375302742,bcc,Blantyre flea market
203,2020-12-26,2020-12-26T10:02:11.604+02,2020-12-26T10:04:06.860+02,351880375302742,bcc,
204,2020-12-26,2020-12-26T11:09:33.393+02,2020-12-26T11:09:50.995+02,351880375302742,bcc,
205,2020-12-26,2020-12-26T13:03:34.596+02,2020-12-26T13:04:06.452+02,351880375302742,bcc,Nanjiriri market
206,2020-12-29,2020-12-29T09:09:19.619+02,2020-12-29T09:09:45.904+02,351880375302742,bcc,Blantyre flea market
207,2021-01-17,2021-01-17T10:35:10.325+02:00,2021-01-17T10:35:42.812+02:00,355629267161187,bcc,Chirimba market
208,2021-01-17,2021-01-17T11:57:32.874+02:00,2021-01-17T11:57:57.265+02:00,355629267161187,bcc,Chirimba market
209,2021-01-17,2021-01-17T12:52:57.513+02:00,2021-01-17T12:53:43.265+02:00,355629267161187,bcc,Kameza round a bout
210,2021-01-01,2021-01-01T08:49:25.525+02,2021-01-01T08:49:54.740+02,351880375302742,bcc,Blantyre flea market
211,2021-01-01,2021-01-01T09:40:36.927+02,2021-01-01T09:41:30.813+02,351880375302742,bcc,Mibawa Bus terminals
212,2021-01-01,2021-01-01T11:01:11.475+02,2021-01-01T11:01:49.293+02,351880375302742,bcc,Blantyre market
213,2021-01-01,2021-01-01T11:59:08.013+02,2021-01-01T11:59:35.518+02,351880375302742,bcc,Chemusa market
214,2021-01-01,2021-01-01T12:59:23.108+02,2021-01-01T12:59:45.850+02,351880375302742,bcc,Limbe flea market
215,2021-01-06,2021-01-06T15:44:47.347+02:00,2021-01-06T15:45:13.936+02:00,355629267161187,bcc,Limbe flea market
216,2021-01-08,2021-01-08T11:20:56.570+02:00,2021-01-08T11:21:33.556+02:00,355629267161187,bcc,Limbe market
217,2021-01-08,2021-01-08T16:29:14.733+02:00,2021-01-08T16:30:20.046+02:00,355629267161187,bcc,Limbe Hard Ware
218,2021-01-05,2021-01-05T13:43:18.891+02:00,2021-01-05T13:44:00.474+02:00,355629267161187,bcc,Blantyre flea market
219,2021-01-05,2021-01-05T15:20:23.472+02:00,2021-01-05T15:21:05.853+02:00,355629267161187,bcc,Blantyre market
220,2021-01-06,2021-01-06T08:18:53.207+02:00,2021-01-06T08:19:21.550+02:00,355629267161187,bcc,Blantyre flea market
221,2021-01-06,2021-01-06T09:02:48.998+02:00,2021-01-06T09:03:18.287+02:00,355629267161187,bcc,Kameza round a bout
222,2021-01-06,2021-01-06T09:54:52.855+02:00,2021-01-06T09:55:23.999+02:00,355629267161187,bcc,Blantyre market
223,2021-01-06,2021-01-06T11:19:05.053+02:00,2021-01-06T11:19:39.428+02:00,355629267161187,bcc,Fargo
224,2021-01-06,2021-01-06T12:38:05.150+02:00,2021-01-06T12:39:11.272+02:00,355629267161187,bcc,Kameza round a bout
